Timestamp;Multiplier
2025-12-07 00:00:18;3.30
2025-12-07 00:00:45;7.69
2025-12-07 00:01:22;1.67
2025-12-07 00:01:40;1.10
2025-12-07 00:01:55;1.26
2025-12-07 00:02:11;2.84
2025-12-07 00:02:39;849.41
2025-12-07 00:04:13;5.59
2025-12-07 00:04:48;3.88
2025-12-07 00:05:18;1.17
2025-12-07 00:05:33;12.36
2025-12-07 00:06:15;2.73
2025-12-07 00:06:39;1.02
2025-12-07 00:06:51;2.18
2025-12-07 00:07:15;1.56
2025-12-07 00:07:33;5.45
2025-12-07 00:08:05;247.15
2025-12-07 00:09:23;3.16
2025-12-07 00:09:58;5.23
2025-12-07 00:10:31;12.69
2025-12-07 00:11:48;1.07
2025-12-07 00:12:02;1.00
2025-12-07 00:12:14;1.32
2025-12-07 00:12:30;1.20
2025-12-07 00:12:44;1.06
2025-12-07 00:12:57;2.49
2025-12-07 00:13:21;2.19
2025-12-07 00:14:25;17.61
2025-12-07 00:15:12;1.88
2025-12-07 00:15:32;13.44
2025-12-07 00:16:15;1.34
2025-12-07 00:16:31;2.31
2025-12-07 00:16:54;2.77
2025-12-07 00:17:20;2.34
2025-12-07 00:17:43;1.07
2025-12-07 00:17:56;6.47
2025-12-07 00:18:31;17.65
2025-12-07 00:19:18;1.74
2025-12-07 00:19:36;1.32
2025-12-07 00:19:52;2.69
2025-12-07 00:20:16;1.58
2025-12-07 00:20:35;1.05
2025-12-07 00:20:49;4.48
2025-12-07 00:21:19;1.17
2025-12-07 00:21:34;1.71
2025-12-07 00:21:54;2.29
2025-12-07 00:22:16;2.01
2025-12-07 00:22:37;1.97
2025-12-07 00:22:58;2.78
2025-12-07 00:23:23;2.45
2025-12-07 00:23:48;26.86
2025-12-07 00:24:40;1.00
2025-12-07 00:24:53;12.00
2025-12-07 00:25:35;2.83
2025-12-07 00:26:02;2.42
2025-12-07 00:26:26;30.07
2025-12-07 00:27:19;1.06
2025-12-07 00:27:33;5.74
2025-12-07 00:28:07;6.35
2025-12-07 00:28:42;1.78
2025-12-07 00:29:01;6.56
2025-12-07 00:29:36;1.35
2025-12-07 00:29:53;1.46
2025-12-07 00:30:12;1.28
2025-12-07 00:30:27;1.10
2025-12-07 00:30:40;1.04
2025-12-07 00:30:53;1.65
2025-12-07 00:31:11;1.05
2025-12-07 00:31:23;1.20
2025-12-07 00:31:37;1.23
2025-12-07 00:31:51;1.06
2025-12-07 00:32:04;3.78
2025-12-07 00:32:32;2.03
2025-12-07 00:32:54;1.22
2025-12-07 00:33:10;1.22
2025-12-07 00:33:25;1.82
2025-12-07 00:33:46;1.20
2025-12-07 00:34:00;1.89
2025-12-07 00:34:18;1.24
2025-12-07 00:34:32;1.05
2025-12-07 00:34:44;1.00
2025-12-07 00:34:55;1.10
2025-12-07 00:35:08;1.78
2025-12-07 00:35:27;1.58
2025-12-07 00:35:45;3.92
2025-12-07 00:36:13;10.18
2025-12-07 00:36:53;3.80
2025-12-07 00:37:21;1.78
2025-12-07 00:37:41;1.59
2025-12-07 00:37:58;1.19
2025-12-07 00:38:12;1.14
2025-12-07 00:38:27;2.22
2025-12-07 00:38:48;1.28
2025-12-07 00:39:06;1.26
2025-12-07 00:39:21;1.61
2025-12-07 00:39:38;1.39
2025-12-07 00:39:54;1.42
2025-12-07 00:40:10;10.71
2025-12-07 00:40:50;1.58
2025-12-07 00:41:07;2.43
2025-12-07 00:41:29;27.22
2025-12-07 00:42:20;1.15
2025-12-07 00:42:34;145.90
2025-12-07 00:43:45;1.12
2025-12-07 00:44:01;1.36
2025-12-07 00:44:18;3.26
2025-12-07 00:44:44;31.61
2025-12-07 00:45:37;3.25
2025-12-07 00:46:03;2.01
2025-12-07 00:46:25;2.23
2025-12-07 00:46:47;1.57
2025-12-07 00:47:06;5.80
2025-12-07 00:47:39;1.80
2025-12-07 00:48:00;1.40
2025-12-07 00:48:16;1.22
2025-12-07 00:48:31;1.32
2025-12-07 00:48:48;1.97
2025-12-07 00:49:07;2.59
2025-12-07 00:49:30;9.41
2025-12-07 00:50:09;1.05
2025-12-07 00:50:22;2.36
2025-12-07 00:50:44;1.90
2025-12-07 00:51:06;1.60
2025-12-07 00:51:23;1.07
2025-12-07 00:51:36;2.20
2025-12-07 00:51:56;1.28
2025-12-07 00:52:13;1.57
2025-12-07 00:52:30;1.62
2025-12-07 00:52:47;1.37
2025-12-07 00:53:02;1.30
2025-12-07 00:53:17;1.00
2025-12-07 00:53:27;4.48
2025-12-07 00:53:56;1.11
2025-12-07 00:54:10;3.06
2025-12-07 00:54:35;11.05
2025-12-07 00:55:14;1.11
2025-12-07 00:55:27;2.02
2025-12-07 00:55:47;1.52
2025-12-07 00:56:04;1.36
2025-12-07 00:56:21;2.58
2025-12-07 00:56:43;18.98
2025-12-07 00:57:31;1.45
2025-12-07 00:57:47;1.46
2025-12-07 00:58:03;1.41
2025-12-07 00:58:20;2.85
2025-12-07 00:58:44;8.32
2025-12-07 00:59:21;3.89
2025-12-07 00:59:49;19.57
