Timestamp;Multiplier
2025-12-22 00:00:04;2.18
2025-12-22 00:00:25;1.41
2025-12-22 00:00:42;1.34
2025-12-22 00:00:57;10.47
2025-12-22 00:01:38;2.26
2025-12-22 00:02:01;1.96
2025-12-22 00:02:22;6.87
2025-12-22 00:02:58;1.34
2025-12-22 00:03:14;2.10
2025-12-22 00:03:39;44.40
2025-12-22 00:04:36;1.04
2025-12-22 00:04:48;1.14
2025-12-22 00:05:03;2.32
2025-12-22 00:05:26;26.67
2025-12-22 00:06:18;2.18
2025-12-22 00:06:46;2.22
2025-12-22 00:07:09;4.32
2025-12-22 00:07:39;1.00
2025-12-22 00:07:51;3.56
2025-12-22 00:08:19;4.53
2025-12-22 00:08:51;1.21
2025-12-22 00:09:09;1.35
2025-12-22 00:09:25;12.57
2025-12-22 00:10:09;3.91
2025-12-22 00:10:39;235.56
2025-12-22 00:11:58;1.07
2025-12-22 00:12:11;1.95
2025-12-22 00:12:33;1.35
2025-12-22 00:12:48;1.93
2025-12-22 00:13:09;1.08
2025-12-22 00:13:23;2.78
2025-12-22 00:13:49;30.97
2025-12-22 00:14:42;9.85
2025-12-22 00:15:21;4.34
2025-12-22 00:15:52;14.52
2025-12-22 00:16:37;1.38
2025-12-22 00:16:55;22.85
2025-12-22 00:17:46;2.35
2025-12-22 00:18:11;1.90
2025-12-22 00:18:32;3.64
2025-12-22 00:19:00;1.63
2025-12-22 00:19:20;2.05
2025-12-22 00:19:44;1.69
2025-12-22 00:20:04;19.45
2025-12-22 00:20:53;1.99
2025-12-22 00:21:15;1.05
2025-12-22 00:21:29;1.98
2025-12-22 00:21:50;7.02
2025-12-22 00:22:25;1.61
2025-12-22 00:22:47;1.00
2025-12-22 00:23:00;6.70
2025-12-22 00:23:36;2.12
2025-12-22 00:23:58;61.25
2025-12-22 00:24:59;1.15
2025-12-22 00:25:15;6.45
2025-12-22 00:25:51;1.25
2025-12-22 00:26:07;1.57
2025-12-22 00:26:27;1.59
2025-12-22 00:26:46;75.01
2025-12-22 00:27:51;1.56
2025-12-22 00:28:13;1.51
2025-12-22 00:28:32;1.46
2025-12-22 00:28:52;8.34
2025-12-22 00:29:29;1.00
2025-12-22 00:29:41;1.15
2025-12-22 00:29:55;2.17
2025-12-22 00:30:19;1.55
2025-12-22 00:30:37;1.15
2025-12-22 00:30:51;1.00
2025-12-22 00:31:03;1.12
2025-12-22 00:31:17;1.01
2025-12-22 00:31:29;11.94
2025-12-22 00:32:11;1.22
2025-12-22 00:32:25;1.21
2025-12-22 00:32:39;2.12
2025-12-22 00:33:00;22.21
2025-12-22 00:33:50;1.86
2025-12-22 00:34:09;1.22
2025-12-22 00:34:24;1.31
2025-12-22 00:34:39;1.11
2025-12-22 00:34:53;2.26
2025-12-22 00:35:15;2.26
2025-12-22 00:35:36;6.95
2025-12-22 00:36:12;19.42
2025-12-22 00:37:01;22.94
2025-12-22 00:37:54;1.60
2025-12-22 00:38:12;8.47
2025-12-22 00:38:49;3.02
2025-12-22 00:39:16;2.19
2025-12-22 00:39:37;1.12
2025-12-22 00:39:52;1690.04
2025-12-22 00:41:33;2.18
2025-12-22 00:41:58;3.84
2025-12-22 00:42:27;1.11
2025-12-22 00:42:42;1.27
2025-12-22 00:42:58;2.20
2025-12-22 00:43:20;8.63
2025-12-22 00:43:59;1.02
2025-12-22 00:44:11;1.43
2025-12-22 00:44:27;2.34
2025-12-22 00:44:52;1.26
2025-12-22 00:45:08;1.00
2025-12-22 00:45:21;2.89
2025-12-22 00:45:47;1.59
2025-12-22 00:46:04;4.36
2025-12-22 00:46:37;7.76
2025-12-22 00:47:13;1.00
2025-12-22 00:47:26;1.63
2025-12-22 00:47:46;2.85
2025-12-22 00:48:11;2.03
2025-12-22 00:48:35;2.16
2025-12-22 00:48:57;1.73
2025-12-22 00:49:16;1.26
2025-12-22 00:49:31;1.01
2025-12-22 00:49:44;1.00
2025-12-22 00:49:56;1.11
2025-12-22 00:50:09;34.89
2025-12-22 00:51:04;2.25
2025-12-22 00:51:26;3.08
2025-12-22 00:51:51;1.72
2025-12-22 00:52:09;1.61
2025-12-22 00:52:29;1.70
2025-12-22 00:52:47;1.33
2025-12-22 00:53:02;1.05
2025-12-22 00:53:16;7.09
2025-12-22 00:53:52;11.92
2025-12-22 00:54:33;2.67
2025-12-22 00:54:56;2.26
2025-12-22 00:55:18;2.46
2025-12-22 00:55:42;1.10
2025-12-22 00:55:54;1.82
2025-12-22 00:56:13;1.65
2025-12-22 00:56:34;3.39
2025-12-22 00:57:02;7.47
2025-12-22 00:57:38;1.07
2025-12-22 00:57:52;1.91
2025-12-22 00:58:11;1.00
2025-12-22 00:58:22;1.61
2025-12-22 00:58:40;1.51
2025-12-22 00:58:57;1.56
2025-12-22 00:59:14;1.00
2025-12-22 00:59:26;4.62
2025-12-22 00:59:56;1.07
