Timestamp;Multiplier
2025-12-26 00:00:05;1.46
2025-12-26 00:00:22;8.48
2025-12-26 00:00:58;1.59
2025-12-26 00:01:15;7.23
2025-12-26 00:01:49;1.32
2025-12-26 00:02:04;6.78
2025-12-26 00:02:37;1.29
2025-12-26 00:02:50;2.44
2025-12-26 00:03:13;7.26
2025-12-26 00:03:48;12.40
2025-12-26 00:04:29;1.00
2025-12-26 00:04:40;1.42
2025-12-26 00:04:58;51.28
2025-12-26 00:05:57;2.48
2025-12-26 00:06:20;1.36
2025-12-26 00:06:34;2.04
2025-12-26 00:06:53;2.90
2025-12-26 00:07:17;4.06
2025-12-26 00:07:45;2.81
2025-12-26 00:08:07;4.94
2025-12-26 00:08:37;3.26
2025-12-26 00:09:03;3.98
2025-12-26 00:09:31;4.78
2025-12-26 00:10:00;8.10
2025-12-26 00:10:36;1.93
2025-12-26 00:10:55;21.44
2025-12-26 00:11:43;2.06
2025-12-26 00:12:04;4.08
2025-12-26 00:12:32;1.00
2025-12-26 00:12:44;5.61
2025-12-26 00:13:15;1.00
2025-12-26 00:13:27;1.51
2025-12-26 00:13:42;12.28
2025-12-26 00:14:23;1.36
2025-12-26 00:14:39;7.71
2025-12-26 00:15:15;1.82
2025-12-26 00:15:33;1.45
2025-12-26 00:15:49;1.76
2025-12-26 00:16:06;1.67
2025-12-26 00:16:24;2.01
2025-12-26 00:16:43;1.06
2025-12-26 00:16:55;1.68
2025-12-26 00:17:12;1.42
2025-12-26 00:17:27;1.36
2025-12-26 00:17:41;1.00
2025-12-26 00:17:51;36.23
2025-12-26 00:18:45;1.03
2025-12-26 00:18:56;9.80
2025-12-26 00:19:34;3.65
2025-12-26 00:20:00;1.10
2025-12-26 00:20:15;1.15
2025-12-26 00:20:28;36.35
2025-12-26 00:21:21;1.21
2025-12-26 00:21:35;1.04
2025-12-26 00:21:47;346.18
2025-12-26 00:23:08;1.04
2025-12-26 00:23:21;2.20
2025-12-26 00:23:42;1.19
2025-12-26 00:23:57;1.49
2025-12-26 00:24:14;4.40
2025-12-26 00:24:43;15.87
2025-12-26 00:25:28;1.28
2025-12-26 00:25:42;2.25
2025-12-26 00:26:02;1.38
2025-12-26 00:26:17;29.21
2025-12-26 00:27:09;1.20
2025-12-26 00:27:23;1.15
2025-12-26 00:27:38;3.47
2025-12-26 00:28:04;1.81
2025-12-26 00:28:22;1.34
2025-12-26 00:28:37;2.06
2025-12-26 00:28:59;1.10
2025-12-26 00:29:15;4.91
2025-12-26 00:29:46;1.00
2025-12-26 00:29:56;2.49
2025-12-26 00:30:21;1.98
2025-12-26 00:30:40;3.73
2025-12-26 00:31:06;1.04
2025-12-26 00:31:18;1.48
2025-12-26 00:31:33;1.00
2025-12-26 00:31:45;2.81
2025-12-26 00:32:08;1.06
2025-12-26 00:32:22;2.60
2025-12-26 00:32:45;6.13
2025-12-26 00:33:18;3.34
2025-12-26 00:33:44;2.19
2025-12-26 00:34:04;1.16
2025-12-26 00:34:18;3.32
2025-12-26 00:34:44;1.37
2025-12-26 00:34:59;65.22
2025-12-26 00:36:00;34.01
2025-12-26 00:36:54;3.06
2025-12-26 00:37:18;1.13
2025-12-26 00:37:32;1.00
2025-12-26 00:37:43;7.34
2025-12-26 00:38:17;4.51
2025-12-26 00:38:47;1.32
2025-12-26 00:39:01;2.25
2025-12-26 00:39:24;5.53
2025-12-26 00:39:55;2.57
2025-12-26 00:40:19;2.51
2025-12-26 00:40:41;1.00
2025-12-26 00:40:53;1.13
2025-12-26 00:41:05;2.87
2025-12-26 00:41:28;1.04
2025-12-26 00:41:39;1.01
2025-12-26 00:41:50;2.56
2025-12-26 00:42:12;1.00
2025-12-26 00:42:23;1.40
2025-12-26 00:42:37;1.18
2025-12-26 00:42:50;8.46
2025-12-26 00:43:26;1.72
2025-12-26 00:43:43;1.21
2025-12-26 00:43:55;2.44
2025-12-26 00:44:17;4.65
2025-12-26 00:44:45;2.07
2025-12-26 00:45:05;6.31
2025-12-26 00:45:38;3.86
2025-12-26 00:46:04;13.81
2025-12-26 00:46:46;1.82
2025-12-26 00:47:06;2.33
2025-12-26 00:47:27;7.16
2025-12-26 00:48:01;1.02
2025-12-26 00:48:13;1.67
2025-12-26 00:48:30;1.32
2025-12-26 00:48:45;4.80
2025-12-26 00:49:14;1.11
2025-12-26 00:49:26;1.12
2025-12-26 00:49:38;4.87
2025-12-26 00:50:07;4.37
2025-12-26 00:50:36;37.78
2025-12-26 00:51:33;1.18
2025-12-26 00:51:45;2.41
2025-12-26 00:52:07;2.13
2025-12-26 00:52:27;3.33
2025-12-26 00:52:52;24.88
2025-12-26 00:53:41;4.01
2025-12-26 00:54:09;50.39
2025-12-26 00:55:07;1.50
2025-12-26 00:55:23;1.00
2025-12-26 00:55:33;13.54
2025-12-26 00:56:15;1.73
2025-12-26 00:56:33;2.53
2025-12-26 00:56:55;1.00
2025-12-26 00:57:05;1.07
2025-12-26 00:57:19;2.07
2025-12-26 00:57:40;1.34
2025-12-26 00:57:54;5.61
2025-12-26 00:58:26;1.07
2025-12-26 00:58:37;7.98
2025-12-26 00:59:13;1.48
2025-12-26 00:59:29;5.43
