Timestamp;Multiplier
2025-12-01 00:00:10;1.87
2025-12-01 00:00:32;1.31
2025-12-01 00:00:46;17.68
2025-12-01 00:01:33;2.40
2025-12-01 00:01:54;1.09
2025-12-01 00:02:07;1.80
2025-12-01 00:02:28;1.90
2025-12-01 00:02:49;1.75
2025-12-01 00:03:07;1.18
2025-12-01 00:03:21;1.00
2025-12-01 00:03:32;2.33
2025-12-01 00:03:54;3.62
2025-12-01 00:04:21;1.45
2025-12-01 00:04:36;3.82
2025-12-01 00:05:03;2.15
2025-12-01 00:05:24;1.31
2025-12-01 00:05:38;1.01
2025-12-01 00:05:50;1.87
2025-12-01 00:06:09;1.45
2025-12-01 00:06:25;3.28
2025-12-01 00:06:53;2.47
2025-12-01 00:07:16;1.02
2025-12-01 00:07:29;7.78
2025-12-01 00:08:05;7.50
2025-12-01 00:08:42;1.69
2025-12-01 00:09:01;1.49
2025-12-01 00:09:18;4.05
2025-12-01 00:09:47;2.99
2025-12-01 00:10:14;1.31
2025-12-01 00:10:30;4.88
2025-12-01 00:11:00;8.54
2025-12-01 00:11:41;3.65
2025-12-01 00:12:08;1.02
2025-12-01 00:12:21;2.20
2025-12-01 00:12:45;174.70
2025-12-01 00:14:00;2.63
2025-12-01 00:14:23;2.11
2025-12-01 00:14:44;2.49
2025-12-01 00:15:08;2.08
2025-12-01 00:15:27;1.14
2025-12-01 00:15:41;1.74
2025-12-01 00:15:59;1.38
2025-12-01 00:16:17;1.57
2025-12-01 00:16:36;1.07
2025-12-01 00:16:48;1.45
2025-12-01 00:17:03;2.28
2025-12-01 00:17:24;6.18
2025-12-01 00:17:57;2.07
2025-12-01 00:18:19;1.06
2025-12-01 00:18:31;1.38
2025-12-01 00:18:50;3.02
2025-12-01 00:19:14;1.00
2025-12-01 00:19:25;2.82
2025-12-01 00:19:49;1.92
2025-12-01 00:20:08;5.27
2025-12-01 00:20:40;1.47
2025-12-01 00:20:57;1.70
2025-12-01 00:21:17;1.24
2025-12-01 00:21:34;2.06
2025-12-01 00:21:53;3.11
2025-12-01 00:22:18;1.10
2025-12-01 00:22:35;3.55
2025-12-01 00:23:03;1.26
2025-12-01 00:23:17;1.75
2025-12-01 00:23:36;2.94
2025-12-01 00:24:00;2.73
2025-12-01 00:24:26;1.00
2025-12-01 00:24:38;5.66
2025-12-01 00:25:12;7.10
2025-12-01 00:25:47;1.00
2025-12-01 00:25:58;2.25
2025-12-01 00:26:21;2.74
2025-12-01 00:26:44;1.56
2025-12-01 00:27:01;2.07
2025-12-01 00:27:21;8.96
2025-12-01 00:27:59;2.42
2025-12-01 00:28:21;2.48
2025-12-01 00:28:44;3.30
2025-12-01 00:29:10;29.08
2025-12-01 00:30:04;6.81
2025-12-01 00:30:40;4.15
2025-12-01 00:31:08;2.67
2025-12-01 00:31:31;1.64
2025-12-01 00:31:51;24.74
2025-12-01 00:32:40;7.45
2025-12-01 00:33:16;2.36
2025-12-01 00:33:41;2.31
2025-12-01 00:34:04;1.97
2025-12-01 00:34:26;2.69
2025-12-01 00:34:52;4.37
2025-12-01 00:35:25;1.44
2025-12-01 00:35:40;1.47
2025-12-01 00:35:59;1.46
2025-12-01 00:36:16;19.78
2025-12-01 00:37:04;1.31
2025-12-01 00:37:20;1.20
2025-12-01 00:37:34;1.00
2025-12-01 00:37:46;6.47
2025-12-01 00:38:20;1.17
2025-12-01 00:38:34;1.19
2025-12-01 00:38:48;176.44
2025-12-01 00:40:04;3.18
2025-12-01 00:40:29;2.92
2025-12-01 00:40:53;6.64
2025-12-01 00:41:33;2.72
2025-12-01 00:41:56;2.58
2025-12-01 00:42:22;7.31
2025-12-01 00:42:57;1.19
2025-12-01 00:43:11;3.12
2025-12-01 00:43:41;1.73
2025-12-01 00:43:58;3.38
2025-12-01 00:44:27;1.59
2025-12-01 00:44:47;2.43
2025-12-01 00:45:11;1.24
2025-12-01 00:45:28;2.97
2025-12-01 00:45:55;3.31
2025-12-01 00:46:25;1.48
2025-12-01 00:46:43;1.38
2025-12-01 00:47:02;5.44
2025-12-01 00:47:34;1.00
2025-12-01 00:47:46;1.00
2025-12-01 00:47:59;1.00
2025-12-01 00:48:12;1.04
2025-12-01 00:48:24;1.25
2025-12-01 00:48:38;6.91
2025-12-01 00:49:13;1.24
2025-12-01 00:49:26;1.17
2025-12-01 00:49:41;2.26
2025-12-01 00:50:06;1.26
2025-12-01 00:50:19;1.02
2025-12-01 00:50:30;1.18
2025-12-01 00:50:44;7.62
2025-12-01 00:51:19;1.33
2025-12-01 00:51:37;4.65
2025-12-01 00:52:07;4.08
2025-12-01 00:52:36;13.22
2025-12-01 00:53:19;11.49
2025-12-01 00:53:59;22.73
2025-12-01 00:54:48;1.16
2025-12-01 00:55:01;2.75
2025-12-01 00:55:25;6.89
2025-12-01 00:56:01;1.51
2025-12-01 00:56:18;1.39
2025-12-01 00:56:34;1.58
2025-12-01 00:56:51;1.60
2025-12-01 00:57:09;4.95
2025-12-01 00:57:42;1.68
2025-12-01 00:58:00;1.89
2025-12-01 00:58:21;3.12
2025-12-01 00:58:47;1.00
2025-12-01 00:58:59;7.23
2025-12-01 00:59:34;4.15
