Timestamp;Multiplier
2025-12-29 00:00:12;1.31
2025-12-29 00:00:28;1.69
2025-12-29 00:00:47;5.43
2025-12-29 00:01:19;1.25
2025-12-29 00:01:32;1.84
2025-12-29 00:01:51;1.69
2025-12-29 00:02:08;3.63
2025-12-29 00:02:34;2.14
2025-12-29 00:02:55;1.82
2025-12-29 00:03:14;1.01
2025-12-29 00:03:24;3.47
2025-12-29 00:03:50;1.29
2025-12-29 00:04:04;1.45
2025-12-29 00:04:23;6.74
2025-12-29 00:04:58;1.65
2025-12-29 00:05:17;1.57
2025-12-29 00:05:33;1.29
2025-12-29 00:05:47;1.27
2025-12-29 00:06:00;5.30
2025-12-29 00:06:33;5.35
2025-12-29 00:07:05;1.71
2025-12-29 00:07:23;1.06
2025-12-29 00:07:36;1.00
2025-12-29 00:07:47;1.23
2025-12-29 00:08:01;1.39
2025-12-29 00:08:15;5.32
2025-12-29 00:08:51;1.59
2025-12-29 00:09:08;1.17
2025-12-29 00:09:21;1.02
2025-12-29 00:09:31;2.00
2025-12-29 00:09:55;35.23
2025-12-29 00:10:49;1.00
2025-12-29 00:11:01;1.09
2025-12-29 00:11:14;2.61
2025-12-29 00:11:36;4.13
2025-12-29 00:12:04;1.13
2025-12-29 00:12:15;1.33
2025-12-29 00:12:29;1.20
2025-12-29 00:12:43;1.20
2025-12-29 00:12:56;1.76
2025-12-29 00:13:15;21.75
2025-12-29 00:14:03;3.63
2025-12-29 00:14:29;13.78
2025-12-29 00:15:11;1.00
2025-12-29 00:15:22;1.54
2025-12-29 00:15:37;1.65
2025-12-29 00:15:54;75.83
2025-12-29 00:16:57;1.73
2025-12-29 00:17:15;3.13
2025-12-29 00:17:40;1.04
2025-12-29 00:17:51;1.02
2025-12-29 00:18:03;1.14
2025-12-29 00:18:15;2.36
2025-12-29 00:18:35;2.36
2025-12-29 00:18:56;1.20
2025-12-29 00:19:09;1.07
2025-12-29 00:19:20;20.84
2025-12-29 00:20:07;18.92
2025-12-29 00:20:53;5.91
2025-12-29 00:21:26;1.21
2025-12-29 00:21:39;1.53
2025-12-29 00:21:55;1.31
2025-12-29 00:22:10;2.14
2025-12-29 00:22:29;1.13
2025-12-29 00:22:42;2.20
2025-12-29 00:23:03;4.52
2025-12-29 00:23:32;3.39
2025-12-29 00:23:56;1.42
2025-12-29 00:24:12;20.45
2025-12-29 00:24:59;5.34
2025-12-29 00:25:30;9.12
2025-12-29 00:26:10;1.25
2025-12-29 00:26:23;3.00
2025-12-29 00:26:49;1.74
2025-12-29 00:27:07;1.06
2025-12-29 00:27:19;1.42
2025-12-29 00:27:34;3.32
2025-12-29 00:27:59;2.74
2025-12-29 00:28:23;1.53
2025-12-29 00:28:38;3.69
2025-12-29 00:29:05;1.21
2025-12-29 00:29:18;9.69
2025-12-29 00:29:56;1.17
2025-12-29 00:30:11;1.27
2025-12-29 00:30:25;8.67
2025-12-29 00:31:01;19.48
2025-12-29 00:31:49;6.40
2025-12-29 00:32:23;1.60
2025-12-29 00:32:39;1.08
2025-12-29 00:32:52;1.37
2025-12-29 00:33:06;1.00
2025-12-29 00:33:19;4.12
2025-12-29 00:33:46;1.41
2025-12-29 00:34:01;1.17
2025-12-29 00:34:15;10.12
2025-12-29 00:34:54;537.90
2025-12-29 00:36:23;1.60
2025-12-29 00:36:39;2.08
2025-12-29 00:36:59;1.55
2025-12-29 00:37:15;6.68
2025-12-29 00:37:50;2.14
2025-12-29 00:38:11;13.87
2025-12-29 00:38:54;6.44
2025-12-29 00:39:28;1.11
2025-12-29 00:39:41;2.98
2025-12-29 00:40:05;1.01
2025-12-29 00:40:16;2.18
2025-12-29 00:40:36;2.60
