Timestamp;Multiplier
2025-12-10 00:00:09;9.17
2025-12-10 00:00:49;1.10
2025-12-10 00:01:06;2.74
2025-12-10 00:01:31;1.58
2025-12-10 00:01:50;18.61
2025-12-10 00:02:40;1.11
2025-12-10 00:02:55;2.21
2025-12-10 00:03:18;1.63
2025-12-10 00:03:36;1.12
2025-12-10 00:03:51;4.09
2025-12-10 00:04:20;2.51
2025-12-10 00:04:43;3.41
2025-12-10 00:05:10;2.25
2025-12-10 00:05:32;2.98
2025-12-10 00:05:59;3.79
2025-12-10 00:06:28;1.96
2025-12-10 00:06:50;1.24
2025-12-10 00:07:04;2.95
2025-12-10 00:07:31;1.00
2025-12-10 00:07:43;1.10
2025-12-10 00:07:56;1.00
2025-12-10 00:08:07;1.73
2025-12-10 00:08:27;1.53
2025-12-10 00:08:43;3.80
2025-12-10 00:09:11;21.54
2025-12-10 00:10:00;1.16
2025-12-10 00:10:16;1.38
2025-12-10 00:10:36;1.13
2025-12-10 00:10:48;1.00
2025-12-10 00:11:00;57.58
2025-12-10 00:12:02;1.00
2025-12-10 00:12:14;1.45
2025-12-10 00:12:30;1.35
2025-12-10 00:12:46;2.80
2025-12-10 00:13:10;1.23
2025-12-10 00:13:25;1.47
2025-12-10 00:13:41;1.58
2025-12-10 00:13:58;2.62
2025-12-10 00:14:23;1.00
2025-12-10 00:14:35;3.68
2025-12-10 00:15:02;7.08
2025-12-10 00:15:38;1.14
2025-12-10 00:15:53;2.23
2025-12-10 00:16:14;2.07
2025-12-10 00:16:34;1.43
2025-12-10 00:16:49;1.63
2025-12-10 00:17:07;2.66
2025-12-10 00:17:30;1.04
2025-12-10 00:17:43;30.85
2025-12-10 00:18:35;2.03
2025-12-10 00:18:56;2.77
2025-12-10 00:19:21;1.02
2025-12-10 00:19:34;2.00
2025-12-10 00:19:54;1.69
2025-12-10 00:20:13;2.71
2025-12-10 00:20:37;1.36
2025-12-10 00:20:53;2.28
2025-12-10 00:21:15;1.50
2025-12-10 00:21:31;8.72
2025-12-10 00:22:10;1.30
2025-12-10 00:22:24;4.24
2025-12-10 00:22:53;1.07
2025-12-10 00:23:05;1.18
2025-12-10 00:23:21;1.21
2025-12-10 00:23:35;61.73
2025-12-10 00:24:35;2.47
2025-12-10 00:25:01;1.34
2025-12-10 00:25:15;1.03
2025-12-10 00:25:27;2.03
2025-12-10 00:25:48;1.89
2025-12-10 00:26:07;2.86
2025-12-10 00:26:31;19.79
2025-12-10 00:27:19;1.90
2025-12-10 00:27:38;7.28
2025-12-10 00:28:14;1.13
2025-12-10 00:28:27;2.38
2025-12-10 00:28:49;1.68
2025-12-10 00:29:07;2.01
2025-12-10 00:29:27;1.04
2025-12-10 00:29:39;1.76
2025-12-10 00:30:00;3.71
2025-12-10 00:30:28;2.36
2025-12-10 00:30:50;1.99
2025-12-10 00:31:09;11.19
2025-12-10 00:31:50;1.38
2025-12-10 00:32:07;1.99
2025-12-10 00:32:27;9.34
2025-12-10 00:33:05;1.80
2025-12-10 00:33:24;1.36
2025-12-10 00:33:39;1.71
2025-12-10 00:33:58;1.53
2025-12-10 00:34:14;13.98
2025-12-10 00:34:58;1.36
2025-12-10 00:35:13;2.06
2025-12-10 00:35:33;1.52
2025-12-10 00:35:49;1.17
2025-12-10 00:36:02;15.91
2025-12-10 00:36:47;2.15
2025-12-10 00:37:09;2.73
2025-12-10 00:37:34;4.26
2025-12-10 00:38:03;1.93
2025-12-10 00:38:23;56.51
2025-12-10 00:39:25;1.02
2025-12-10 00:39:37;2.13
2025-12-10 00:39:58;2.75
2025-12-10 00:40:23;4.62
2025-12-10 00:40:53;1.05
2025-12-10 00:41:06;2.89
2025-12-10 00:41:31;2.90
2025-12-10 00:41:57;1.00
2025-12-10 00:42:10;2.03
2025-12-10 00:42:33;1.25
2025-12-10 00:42:47;5.62
2025-12-10 00:43:21;1.74
2025-12-10 00:43:40;19.99
2025-12-10 00:44:29;5.62
2025-12-10 00:45:01;9.90
2025-12-10 00:45:41;1.08
2025-12-10 00:45:54;1.00
2025-12-10 00:46:07;1.82
2025-12-10 00:46:26;2.22
2025-12-10 00:46:48;2.30
2025-12-10 00:47:11;2.15
2025-12-10 00:47:32;1.63
2025-12-10 00:47:50;1.36
2025-12-10 00:48:06;2.52
2025-12-10 00:48:28;4.02
2025-12-10 00:48:59;5.98
2025-12-10 00:49:34;1.55
2025-12-10 00:49:51;2.22
2025-12-10 00:50:13;2.04
2025-12-10 00:50:34;2.81
2025-12-10 00:50:58;9.04
2025-12-10 00:51:37;38.29
2025-12-10 00:52:33;1.67
2025-12-10 00:52:50;1.13
2025-12-10 00:53:03;3.36
2025-12-10 00:53:29;4.03
2025-12-10 00:53:57;1.16
2025-12-10 00:54:11;1.84
2025-12-10 00:54:31;5.63
2025-12-10 00:55:04;3.40
2025-12-10 00:55:33;1.37
2025-12-10 00:55:49;1.13
2025-12-10 00:56:02;2.63
2025-12-10 00:56:26;1.10
2025-12-10 00:56:38;3.62
2025-12-10 00:57:05;2.92
2025-12-10 00:57:30;2.34
2025-12-10 00:57:52;1.57
2025-12-10 00:58:11;3.76
2025-12-10 00:58:38;2.37
2025-12-10 00:59:00;1.22
2025-12-10 00:59:15;28.08
