GRAFO,RODADA,DECISAO,RESULTADO,BANCA,LUCRO_DIA
29_150.txt,12,JOGAR,LOSS,650.00,-350.00
29_150.txt,13,JOGAR,LOSS,600.00,-400.00
29_150.txt,14,AGUARDAR,N/A,600.00,-400.00
29_150.txt,15,AGUARDAR,N/A,600.00,-400.00
29_150.txt,16,AGUARDAR,N/A,600.00,-400.00
29_150.txt,17,JOGAR,LOSS,550.00,-450.00
29_150.txt,18,JOGAR,LOSS,500.00,-500.00
2_139.txt,1,AGUARDAR,N/A,1000.00,0.00
2_139.txt,2,JOGAR,LOSS,950.00,-50.00
2_139.txt,3,JOGAR,LOSS,900.00,-100.00
2_139.txt,4,AGUARDAR,N/A,900.00,-100.00
2_139.txt,5,AGUARDAR,N/A,900.00,-100.00
2_139.txt,6,JOGAR,LOSS,850.00,-150.00
2_139.txt,7,JOGAR,WIN,1300.00,300.00
2_139.txt,8,AGUARDAR,N/A,1300.00,300.00
2_139.txt,9,AGUARDAR,N/A,1300.00,300.00
2_139.txt,10,AGUARDAR,N/A,1300.00,300.00
2_139.txt,11,JOGAR,LOSS,1250.00,250.00
2_139.txt,12,AGUARDAR,N/A,1250.00,250.00
2_139.txt,13,AGUARDAR,N/A,1250.00,250.00
2_139.txt,14,AGUARDAR,N/A,1250.00,250.00
2_139.txt,15,JOGAR,LOSS,1200.00,200.00
2_139.txt,16,JOGAR,LOSS,1150.00,150.00
2_139.txt,17,JOGAR,WIN,1600.00,600.00
30_143.txt,1,AGUARDAR,N/A,1000.00,0.00
30_143.txt,2,AGUARDAR,N/A,1000.00,0.00
30_143.txt,3,AGUARDAR,N/A,1000.00,0.00
30_143.txt,4,JOGAR,LOSS,950.00,-50.00
30_143.txt,5,JOGAR,LOSS,900.00,-100.00
30_143.txt,6,JOGAR,LOSS,850.00,-150.00
30_143.txt,7,JOGAR,WIN,1300.00,300.00
30_143.txt,8,AGUARDAR,N/A,1300.00,300.00
30_143.txt,9,AGUARDAR,N/A,1300.00,300.00
30_143.txt,10,JOGAR,WIN,1750.00,750.00
31_442.txt,1,JOGAR,WIN,1450.00,450.00
31_442.txt,2,AGUARDAR,N/A,1450.00,450.00
31_442.txt,3,JOGAR,LOSS,1400.00,400.00
31_442.txt,4,AGUARDAR,N/A,1400.00,400.00
31_442.txt,5,JOGAR,LOSS,1350.00,350.00
31_442.txt,6,JOGAR,LOSS,1300.00,300.00
31_442.txt,7,JOGAR,LOSS,1250.00,250.00
31_442.txt,8,JOGAR,WIN,1700.00,700.00
32_442.txt,1,AGUARDAR,N/A,1000.00,0.00
32_442.txt,2,AGUARDAR,N/A,1000.00,0.00
32_442.txt,3,AGUARDAR,N/A,1000.00,0.00
32_442.txt,4,AGUARDAR,N/A,1000.00,0.00
32_442.txt,5,AGUARDAR,N/A,1000.00,0.00
32_442.txt,6,JOGAR,LOSS,950.00,-50.00
32_442.txt,7,JOGAR,WIN,1400.00,400.00
32_442.txt,8,AGUARDAR,N/A,1400.00,400.00
32_442.txt,9,JOGAR,LOSS,1350.00,350.00
32_442.txt,10,JOGAR,LOSS,1300.00,300.00
32_442.txt,11,JOGAR,LOSS,1250.00,250.00
32_442.txt,12,JOGAR,WIN,1700.00,700.00
3_156.txt,1,JOGAR,LOSS,950.00,-50.00
3_156.txt,2,AGUARDAR,N/A,950.00,-50.00
3_156.txt,3,JOGAR,LOSS,900.00,-100.00
3_156.txt,4,JOGAR,LOSS,850.00,-150.00
3_156.txt,5,AGUARDAR,N/A,850.00,-150.00
3_156.txt,6,JOGAR,LOSS,800.00,-200.00
3_156.txt,7,AGUARDAR,N/A,800.00,-200.00
3_156.txt,8,AGUARDAR,N/A,800.00,-200.00
3_156.txt,9,JOGAR,LOSS,750.00,-250.00
3_156.txt,10,JOGAR,LOSS,700.00,-300.00
3_156.txt,11,AGUARDAR,N/A,700.00,-300.00
3_156.txt,12,AGUARDAR,N/A,700.00,-300.00
3_156.txt,13,AGUARDAR,N/A,700.00,-300.00
3_156.txt,14,JOGAR,LOSS,650.00,-350.00
3_156.txt,15,JOGAR,WIN,1100.00,100.00
3_156.txt,16,AGUARDAR,N/A,1100.00,100.00
3_156.txt,17,JOGAR,WIN,1550.00,550.00
4_143.txt,1,JOGAR,LOSS,950.00,-50.00
4_143.txt,2,JOGAR,LOSS,900.00,-100.00
4_143.txt,3,AGUARDAR,N/A,900.00,-100.00
4_143.txt,4,AGUARDAR,N/A,900.00,-100.00
4_143.txt,5,AGUARDAR,N/A,900.00,-100.00
4_143.txt,6,JOGAR,WIN,1350.00,350.00
4_143.txt,7,AGUARDAR,N/A,1350.00,350.00
4_143.txt,8,AGUARDAR,N/A,1350.00,350.00
4_143.txt,9,AGUARDAR,N/A,1350.00,350.00
4_143.txt,10,JOGAR,LOSS,1300.00,300.00
4_143.txt,11,JOGAR,LOSS,1250.00,250.00
4_143.txt,12,AGUARDAR,N/A,1250.00,250.00
4_143.txt,13,AGUARDAR,N/A,1250.00,250.00
4_143.txt,14,AGUARDAR,N/A,1250.00,250.00
4_143.txt,15,JOGAR,LOSS,1200.00,200.00
4_143.txt,16,AGUARDAR,N/A,1200.00,200.00
4_143.txt,17,AGUARDAR,N/A,1200.00,200.00
4_143.txt,18,JOGAR,LOSS,1150.00,150.00
4_143.txt,19,JOGAR,LOSS,1100.00,100.00
4_143.txt,20,JOGAR,LOSS,1050.00,50.00
4_143.txt,21,JOGAR,LOSS,1000.00,0.00
4_143.txt,22,JOGAR,LOSS,950.00,-50.00
4_143.txt,23,JOGAR,LOSS,900.00,-100.00
4_143.txt,24,AGUARDAR,N/A,900.00,-100.00
4_143.txt,25,AGUARDAR,N/A,900.00,-100.00
4_143.txt,26,AGUARDAR,N/A,900.00,-100.00
4_143.txt,27,AGUARDAR,N/A,900.00,-100.00
4_143.txt,28,JOGAR,LOSS,850.00,-150.00
4_143.txt,29,JOGAR,LOSS,800.00,-200.00
4_143.txt,30,AGUARDAR,N/A,800.00,-200.00
4_143.txt,31,AGUARDAR,N/A,800.00,-200.00
4_143.txt,32,AGUARDAR,N/A,800.00,-200.00
4_143.txt,33,JOGAR,LOSS,750.00,-250.00
4_143.txt,34,AGUARDAR,N/A,750.00,-250.00
4_143.txt,35,AGUARDAR,N/A,750.00,-250.00
4_143.txt,36,JOGAR,LOSS,700.00,-300.00
4_143.txt,37,JOGAR,WIN,1150.00,150.00
4_143.txt,38,AGUARDAR,N/A,1150.00,150.00
4_143.txt,39,AGUARDAR,N/A,1150.00,150.00
4_143.txt,40,AGUARDAR,N/A,1150.00,150.00
4_143.txt,41,AGUARDAR,N/A,1150.00,150.00
4_143.txt,42,JOGAR,WIN,1600.00,600.00
5_163.txt,1,JOGAR,LOSS,950.00,-50.00
5_163.txt,2,JOGAR,LOSS,900.00,-100.00
5_163.txt,3,AGUARDAR,N/A,900.00,-100.00
5_163.txt,4,AGUARDAR,N/A,900.00,-100.00
5_163.txt,5,AGUARDAR,N/A,900.00,-100.00
5_163.txt,6,AGUARDAR,N/A,900.00,-100.00
5_163.txt,7,AGUARDAR,N/A,900.00,-100.00
5_163.txt,8,AGUARDAR,N/A,900.00,-100.00
5_163.txt,9,JOGAR,WIN,1350.00,350.00
5_163.txt,10,AGUARDAR,N/A,1350.00,350.00
5_163.txt,11,AGUARDAR,N/A,1350.00,350.00
5_163.txt,12,JOGAR,LOSS,1300.00,300.00
5_163.txt,13,JOGAR,LOSS,1250.00,250.00
5_163.txt,14,JOGAR,WIN,1700.00,700.00
6_147.txt,1,AGUARDAR,N/A,1000.00,0.00
6_147.txt,2,AGUARDAR,N/A,1000.00,0.00
6_147.txt,3,JOGAR,LOSS,950.00,-50.00
6_147.txt,4,JOGAR,WIN,1400.00,400.00
6_147.txt,5,AGUARDAR,N/A,1400.00,400.00
6_147.txt,6,JOGAR,LOSS,1350.00,350.00
6_147.txt,7,AGUARDAR,N/A,1350.00,350.00
6_147.txt,8,JOGAR,LOSS,1300.00,300.00
6_147.txt,9,JOGAR,LOSS,1250.00,250.00
6_147.txt,10,AGUARDAR,N/A,1250.00,250.00
6_147.txt,11,AGUARDAR,N/A,1250.00,250.00
6_147.txt,12,AGUARDAR,N/A,1250.00,250.00
6_147.txt,13,AGUARDAR,N/A,1250.00,250.00
6_147.txt,14,AGUARDAR,N/A,1250.00,250.00
6_147.txt,15,JOGAR,LOSS,1200.00,200.00
6_147.txt,16,AGUARDAR,N/A,1200.00,200.00
6_147.txt,17,AGUARDAR,N/A,1200.00,200.00
6_147.txt,18,JOGAR,LOSS,1150.00,150.00
6_147.txt,19,JOGAR,LOSS,1100.00,100.00
6_147.txt,20,JOGAR,WIN,1550.00,550.00
7_155.txt,1,JOGAR,LOSS,950.00,-50.00
7_155.txt,2,AGUARDAR,N/A,950.00,-50.00
7_155.txt,3,JOGAR,LOSS,900.00,-100.00
7_155.txt,4,AGUARDAR,N/A,900.00,-100.00
7_155.txt,5,AGUARDAR,N/A,900.00,-100.00
7_155.txt,6,AGUARDAR,N/A,900.00,-100.00
7_155.txt,7,AGUARDAR,N/A,900.00,-100.00
7_155.txt,8,JOGAR,LOSS,850.00,-150.00
7_155.txt,9,AGUARDAR,N/A,850.00,-150.00
7_155.txt,10,AGUARDAR,N/A,850.00,-150.00
7_155.txt,11,JOGAR,LOSS,800.00,-200.00
7_155.txt,12,JOGAR,LOSS,750.00,-250.00
7_155.txt,13,JOGAR,LOSS,700.00,-300.00
7_155.txt,14,JOGAR,WIN,1150.00,150.00
7_155.txt,15,AGUARDAR,N/A,1150.00,150.00
7_155.txt,16,JOGAR,LOSS,1100.00,100.00
7_155.txt,17,AGUARDAR,N/A,1100.00,100.00
7_155.txt,18,AGUARDAR,N/A,1100.00,100.00
7_155.txt,19,JOGAR,LOSS,1050.00,50.00
7_155.txt,20,JOGAR,LOSS,1000.00,0.00
7_155.txt,21,JOGAR,LOSS,950.00,-50.00
7_155.txt,22,AGUARDAR,N/A,950.00,-50.00
7_155.txt,23,JOGAR,LOSS,900.00,-100.00
7_155.txt,24,AGUARDAR,N/A,900.00,-100.00
7_155.txt,25,AGUARDAR,N/A,900.00,-100.00
7_155.txt,26,AGUARDAR,N/A,900.00,-100.00
7_155.txt,27,AGUARDAR,N/A,900.00,-100.00
7_155.txt,28,AGUARDAR,N/A,900.00,-100.00
7_155.txt,29,AGUARDAR,N/A,900.00,-100.00
7_155.txt,30,JOGAR,LOSS,850.00,-150.00
7_155.txt,31,JOGAR,LOSS,800.00,-200.00
7_155.txt,32,AGUARDAR,N/A,800.00,-200.00
7_155.txt,33,JOGAR,LOSS,750.00,-250.00
7_155.txt,34,AGUARDAR,N/A,750.00,-250.00
7_155.txt,35,JOGAR,LOSS,700.00,-300.00
7_155.txt,36,JOGAR,WIN,1150.00,150.00
7_155.txt,37,AGUARDAR,N/A,1150.00,150.00
7_155.txt,38,JOGAR,WIN,1600.00,600.00
8_170.txt,1,JOGAR,LOSS,950.00,-50.00
8_170.txt,2,JOGAR,LOSS,900.00,-100.00
8_170.txt,3,JOGAR,LOSS,850.00,-150.00
8_170.txt,4,AGUARDAR,N/A,850.00,-150.00
8_170.txt,5,JOGAR,LOSS,800.00,-200.00
8_170.txt,6,AGUARDAR,N/A,800.00,-200.00
8_170.txt,7,AGUARDAR,N/A,800.00,-200.00
8_170.txt,8,AGUARDAR,N/A,800.00,-200.00
8_170.txt,9,AGUARDAR,N/A,800.00,-200.00
8_170.txt,10,AGUARDAR,N/A,800.00,-200.00
8_170.txt,11,JOGAR,WIN,1250.00,250.00
8_170.txt,12,AGUARDAR,N/A,1250.00,250.00
8_170.txt,13,JOGAR,LOSS,1200.00,200.00
8_170.txt,14,AGUARDAR,N/A,1200.00,200.00
8_170.txt,15,JOGAR,LOSS,1150.00,150.00
8_170.txt,16,JOGAR,LOSS,1100.00,100.00
8_170.txt,17,AGUARDAR,N/A,1100.00,100.00
8_170.txt,18,AGUARDAR,N/A,1100.00,100.00
8_170.txt,19,JOGAR,WIN,1550.00,550.00
9_147.txt,1,AGUARDAR,N/A,1000.00,0.00
9_147.txt,2,AGUARDAR,N/A,1000.00,0.00
9_147.txt,3,AGUARDAR,N/A,1000.00,0.00
9_147.txt,4,AGUARDAR,N/A,1000.00,0.00
9_147.txt,5,AGUARDAR,N/A,1000.00,0.00
9_147.txt,6,JOGAR,LOSS,950.00,-50.00
9_147.txt,7,AGUARDAR,N/A,950.00,-50.00
9_147.txt,8,AGUARDAR,N/A,950.00,-50.00
9_147.txt,9,AGUARDAR,N/A,950.00,-50.00
9_147.txt,10,JOGAR,LOSS,900.00,-100.00
9_147.txt,11,JOGAR,LOSS,850.00,-150.00
9_147.txt,12,JOGAR,WIN,1300.00,300.00
9_147.txt,13,AGUARDAR,N/A,1300.00,300.00
9_147.txt,14,AGUARDAR,N/A,1300.00,300.00
9_147.txt,15,AGUARDAR,N/A,1300.00,300.00
9_147.txt,16,JOGAR,LOSS,1250.00,250.00
9_147.txt,17,AGUARDAR,N/A,1250.00,250.00
9_147.txt,18,JOGAR,LOSS,1200.00,200.00
9_147.txt,19,AGUARDAR,N/A,1200.00,200.00
9_147.txt,20,AGUARDAR,N/A,1200.00,200.00
9_147.txt,21,AGUARDAR,N/A,1200.00,200.00
9_147.txt,22,AGUARDAR,N/A,1200.00,200.00
9_147.txt,23,AGUARDAR,N/A,1200.00,200.00
9_147.txt,24,AGUARDAR,N/A,1200.00,200.00
9_147.txt,25,JOGAR,LOSS,1150.00,150.00
9_147.txt,26,JOGAR,LOSS,1100.00,100.00
9_147.txt,27,JOGAR,LOSS,1050.00,50.00
9_147.txt,28,AGUARDAR,N/A,1050.00,50.00
9_147.txt,29,JOGAR,LOSS,1000.00,0.00
9_147.txt,30,JOGAR,LOSS,950.00,-50.00
9_147.txt,31,JOGAR,LOSS,900.00,-100.00
9_147.txt,32,JOGAR,LOSS,850.00,-150.00
9_147.txt,33,JOGAR,LOSS,800.00,-200.00
9_147.txt,34,JOGAR,LOSS,750.00,-250.00
9_147.txt,35,JOGAR,LOSS,700.00,-300.00
9_147.txt,36,AGUARDAR,N/A,700.00,-300.00
9_147.txt,37,JOGAR,LOSS,650.00,-350.00
9_147.txt,38,AGUARDAR,N/A,650.00,-350.00
9_147.txt,39,JOGAR,LOSS,600.00,-400.00
9_147.txt,40,JOGAR,WIN,1050.00,50.00
9_147.txt,41,AGUARDAR,N/A,1050.00,50.00
9_147.txt,42,AGUARDAR,N/A,1050.00,50.00
9_147.txt,43,JOGAR,LOSS,1000.00,0.00
9_147.txt,44,JOGAR,LOSS,950.00,-50.00
9_147.txt,45,AGUARDAR,N/A,950.00,-50.00
9_147.txt,46,JOGAR,LOSS,900.00,-100.00
9_147.txt,47,JOGAR,LOSS,850.00,-150.00
9_147.txt,48,AGUARDAR,N/A,850.00,-150.00
9_147.txt,49,AGUARDAR,N/A,850.00,-150.00
9_147.txt,50,AGUARDAR,N/A,850.00,-150.00
9_147.txt,51,AGUARDAR,N/A,850.00,-150.00
9_147.txt,52,AGUARDAR,N/A,850.00,-150.00
9_147.txt,53,AGUARDAR,N/A,850.00,-150.00
9_147.txt,54,JOGAR,LOSS,800.00,-200.00
9_147.txt,55,AGUARDAR,N/A,800.00,-200.00
9_147.txt,56,AGUARDAR,N/A,800.00,-200.00
9_147.txt,57,AGUARDAR,N/A,800.00,-200.00
9_147.txt,58,JOGAR,LOSS,750.00,-250.00
9_147.txt,59,AGUARDAR,N/A,750.00,-250.00
9_147.txt,60,AGUARDAR,N/A,750.00,-250.00
9_147.txt,61,JOGAR,LOSS,700.00,-300.00
9_147.txt,62,JOGAR,LOSS,650.00,-350.00
9_147.txt,63,JOGAR,LOSS,600.00,-400.00
9_147.txt,64,AGUARDAR,N/A,600.00,-400.00
9_147.txt,65,JOGAR,WIN,1050.00,50.00
9_147.txt,66,AGUARDAR,N/A,1050.00,50.00
9_147.txt,67,JOGAR,LOSS,1000.00,0.00
9_147.txt,68,JOGAR,LOSS,950.00,-50.00
9_147.txt,69,AGUARDAR,N/A,950.00,-50.00
9_147.txt,70,AGUARDAR,N/A,950.00,-50.00
9_147.txt,71,JOGAR,WIN,1400.00,400.00
9_147.txt,72,AGUARDAR,N/A,1400.00,400.00
9_147.txt,73,JOGAR,LOSS,1350.00,350.00
9_147.txt,74,JOGAR,LOSS,1300.00,300.00
9_147.txt,75,JOGAR,LOSS,1250.00,250.00
9_147.txt,76,AGUARDAR,N/A,1250.00,250.00
9_147.txt,77,JOGAR,WIN,1700.00,700.00
